label_0_count,label_0_mean_duration,label_0_max_duration,label_0_frequency,label_0_percentage,label_1_count,label_1_mean_duration,label_1_max_duration,label_1_frequency,label_1_percentage,label_2_count,label_2_mean_duration,label_2_max_duration,label_2_frequency,label_2_percentage,label_3_count,label_3_mean_duration,label_3_max_duration,label_3_frequency,label_3_percentage,label_4_count,label_4_mean_duration,label_4_max_duration,label_4_frequency,label_4_percentage,label_5_count,label_5_mean_duration,label_5_max_duration,label_5_frequency,label_5_percentage,label_6_count,label_6_mean_duration,label_6_max_duration,label_6_frequency,label_6_percentage,label_7_count,label_7_mean_duration,label_7_max_duration,label_7_frequency,label_7_percentage,label_8_count,label_8_mean_duration,label_8_max_duration,label_8_frequency,label_8_percentage,label_9_count,label_9_mean_duration,label_9_max_duration,label_9_frequency,label_9_percentage,label_10_count,label_10_mean_duration,label_10_max_duration,label_10_frequency,label_10_percentage,label_11_count,label_11_mean_duration,label_11_max_duration,label_11_frequency,label_11_percentage
733,30.0,30,74.66893039049236,62.22410865874364,1178,30.0,30,120.0,100.0,1178,30.0,30,120.0,100.0,1178,30.0,30,120.0,100.0,1178,30.0,30,120.0,100.0,0,0.0,0.0,0.0,0.0,83,30.0,30,8.455008488964346,7.045840407470289,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1178,30.0,30,120.0,100.0,1178,30.0,30,120.0,100.0,0,0.0,0.0,0.0,0.0
